participant_id,contest_id,country_id,artist_name,song_id,is_finalist
PART427,CONT016,CTRY008,JJ2JVQYIY1,SONG427,False
PART428,CONT016,CTRY017,SY9LAACOSY,SONG428,False
PART429,CONT016,CTRY039,M0JBWCV6HV,SONG429,True
PART430,CONT016,CTRY037,E8DVN1X2GD,SONG430,False
PART431,CONT016,CTRY035,GKXCQ91YY1,SONG431,False
PART432,CONT016,CTRY020,J2JCN9J3GC,SONG432,True
PART433,CONT016,CTRY024,9HOXDTPWDP,SONG433,True
PART434,CONT016,CTRY038,JBC01ARXAB,SONG434,True
PART435,CONT016,CTRY033,OFLOAZ1RO0,SONG435,True
PART436,CONT016,CTRY018,3CINY2ET9M,SONG436,False
PART437,CONT016,CTRY029,KB9XN4M41K,SONG437,False
PART438,CONT016,CTRY032,HT8XKODYR5,SONG438,False
PART439,CONT016,CTRY038,PGBA9IN2XR,SONG439,True
PART440,CONT016,CTRY027,838AMMZOHX,SONG440,False
PART441,CONT016,CTRY006,S75T0IC0RA,SONG441,True
PART442,CONT017,CTRY007,6WIXAW63DW,SONG442,True
PART443,CONT017,CTRY035,4C3EVWCHM4,SONG443,False
PART444,CONT017,CTRY013,0OEYTL8HBG,SONG444,False
PART445,CONT017,CTRY027,CJ1GNFIUE2,SONG445,True
PART446,CONT017,CTRY028,WNF5CA7ZVK,SONG446,False
PART447,CONT017,CTRY014,Y2REFJQIGY,SONG447,True
PART448,CONT017,CTRY026,VZWD3KPUG9,SONG448,True
PART449,CONT017,CTRY021,9W59SQWHBE,SONG449,False
PART450,CONT017,CTRY029,F46RF7BNHJ,SONG450,False
PART451,CONT017,CTRY025,W6QDBTFBSC,SONG451,False
PART452,CONT017,CTRY026,IQUP06IDII,SONG452,False
PART453,CONT017,CTRY006,OH6CVBPHVG,SONG453,True
PART454,CONT017,CTRY020,NQGMJMBUKD,SONG454,False
PART455,CONT017,CTRY027,QP1HKF286U,SONG455,False
PART456,CONT017,CTRY020,TIOS5HRQAP,SONG456,False
PART457,CONT017,CTRY016,5IPI7866PB,SONG457,False
PART458,CONT017,CTRY023,90SPO3ZDRC,SONG458,True
PART459,CONT017,CTRY009,1YOHMI9AYF,SONG459,True
PART460,CONT017,CTRY030,QUV9QEZG5W,SONG460,True
PART461,CONT017,CTRY004,ZAWNYTK1ZW,SONG461,False
PART462,CONT017,CTRY005,UHYWM7S6NB,SONG462,False
PART463,CONT017,CTRY005,NQBNXZU1EM,SONG463,True
PART464,CONT017,CTRY005,TX015Z11L6,SONG464,False
PART465,CONT017,CTRY027,SPBNQS3QT3,SONG465,False
PART466,CONT017,CTRY006,6QNYY95G5D,SONG466,False
PART467,CONT017,CTRY023,OG8CFEFFH8,SONG467,True
PART468,CONT018,CTRY008,AOY7RP0AGA,SONG468,False
PART469,CONT018,CTRY035,24SMUX2RXT,SONG469,False
PART470,CONT018,CTRY003,TQU6L2INK4,SONG470,False
PART471,CONT018,CTRY037,FK8WFTGGZ6,SONG471,False
PART472,CONT018,CTRY035,2FE9UPNHZX,SONG472,True
PART473,CONT018,CTRY035,9FQ9TEA718,SONG473,True
PART474,CONT018,CTRY021,7F8TSXK681,SONG474,False
PART475,CONT018,CTRY007,9Y207MERBY,SONG475,True
PART476,CONT018,CTRY026,EAWHMLVHS2,SONG476,False
PART477,CONT018,CTRY022,1HD4Y89ORV,SONG477,False
PART478,CONT018,CTRY027,SCYOZPNAML,SONG478,False
PART479,CONT018,CTRY003,QUH50OPF06,SONG479,True
PART480,CONT018,CTRY018,0O4VFK9SM7,SONG480,True
PART481,CONT018,CTRY038,VNAWJGQU6H,SONG481,False
PART482,CONT018,CTRY019,3KR3KVR0I2,SONG482,False
PART483,CONT018,CTRY022,FKXWEXKG6X,SONG483,True
PART484,CONT018,CTRY006,B1R8VNRPJY,SONG484,False
PART485,CONT018,CTRY036,93N0AJUFQY,SONG485,False
PART486,CONT018,CTRY032,MBNW8BKXCG,SONG486,False
PART487,CONT018,CTRY013,W1VGLL42JZ,SONG487,False
PART488,CONT018,CTRY009,NTMFEK2O7F,SONG488,False
PART489,CONT018,CTRY030,HS32UY84ZZ,SONG489,True
PART490,CONT018,CTRY014,2P6EEAMYFP,SONG490,True
PART491,CONT018,CTRY006,9S8GK0EEYY,SONG491,False
PART492,CONT018,CTRY022,LH9P1EARPH,SONG492,True
PART493,CONT018,CTRY035,BXVQ6BKADE,SONG493,False
PART494,CONT019,CTRY023,VVHYBF0JUM,SONG494,True
PART495,CONT019,CTRY007,42WSC31TZ8,SONG495,True
PART496,CONT019,CTRY017,G1A0774RZG,SONG496,True
PART497,CONT019,CTRY036,YD49PSO1LQ,SONG497,True
PART498,CONT019,CTRY014,SRNKZCRNQ0,SONG498,False
PART499,CONT019,CTRY027,Y4IO9P4627,SONG499,True
PART500,CONT019,CTRY035,NAYYOSYEOZ,SONG500,False
PART501,CONT019,CTRY039,906GNHH4OI,SONG501,False
PART502,CONT019,CTRY039,PR11V127MY,SONG502,False
PART503,CONT019,CTRY035,89SFQERI7B,SONG503,True
PART504,CONT019,CTRY001,03RAGVLKW1,SONG504,True
PART505,CONT019,CTRY038,XSRQKRST3T,SONG505,True
PART506,CONT019,CTRY017,A195EQ4PBG,SONG506,True
PART507,CONT019,CTRY001,X25FPLO1UR,SONG507,False
PART508,CONT019,CTRY011,TTQUFCJVNY,SONG508,False
PART509,CONT019,CTRY017,1KCVEN3V1W,SONG509,False
PART510,CONT019,CTRY019,NP9OCIILDY,SONG510,True
PART511,CONT019,CTRY021,5EGTBXPSPA,SONG511,True
PART512,CONT019,CTRY022,QALULDRYHR,SONG512,True
PART513,CONT019,CTRY000,3YFK8HW9C4,SONG513,True
PART514,CONT019,CTRY011,HJKU2W8ZUV,SONG514,False
PART515,CONT019,CTRY009,JUTPMC3SKX,SONG515,False
PART516,CONT019,CTRY036,LOJSYT5WSG,SONG516,True
PART517,CONT019,CTRY025,RX37JW3467,SONG517,True
PART518,CONT019,CTRY004,0CHQI014O4,SONG518,True
PART519,CONT019,CTRY009,6W4JKFYIIF,SONG519,True
